"Notes"	"Age Group"	"Age Group Code"	"State"	"State Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	Population
	"70-74 years"	"70-74"	"Massachusetts"	"25"	"2004"	"2004"	193253
	"70-74 years"	"70-74"	"Massachusetts"	"25"	"2005"	"2005"	190173
	"70-74 years"	"70-74"	"Massachusetts"	"25"	"2006"	"2006"	187316
	"70-74 years"	"70-74"	"Massachusetts"	"25"	"2007"	"2007"	186159
	"70-74 years"	"70-74"	"Massachusetts"	"25"	"2008"	"2008"	187230
	"70-74 years"	"70-74"	"Massachusetts"	"25"	"2009"	"2009"	190357
	"70-74 years"	"70-74"	"Massachusetts"	"25"	"2010"	"2010"	192990
	"70-74 years"	"70-74"	"Massachusetts"	"25"	"2011"	"2011"	197967
	"70-74 years"	"70-74"	"Massachusetts"	"25"	"2012"	"2012"	206704
	"70-74 years"	"70-74"	"Massachusetts"	"25"	"2013"	"2013"	221288
	"70-74 years"	"70-74"	"Massachusetts"	"25"	"2014"	"2014"	232476
	"70-74 years"	"70-74"	"Massachusetts"	"25"	"2015"	"2015"	242713
	"70-74 years"	"70-74"	"Massachusetts"	"25"	"2016"	"2016"	250978
	"70-74 years"	"70-74"	"Massachusetts"	"25"	"2017"	"2017"	274255
	"70-74 years"	"70-74"	"Massachusetts"	"25"	"2018"	"2018"	286579
"Total"	"70-74 years"	"70-74"	"Massachusetts"	"25"			6214757
	"70-74 years"	"70-74"	"Michigan"	"26"	"1990"	"1990"	287742
	"70-74 years"	"70-74"	"Michigan"	"26"	"1991"	"1991"	294720
	"70-74 years"	"70-74"	"Michigan"	"26"	"1992"	"1992"	303093
	"70-74 years"	"70-74"	"Michigan"	"26"	"1993"	"1993"	307079
	"70-74 years"	"70-74"	"Michigan"	"26"	"1994"	"1994"	312342
	"70-74 years"	"70-74"	"Michigan"	"26"	"1995"	"1995"	317567
	"70-74 years"	"70-74"	"Michigan"	"26"	"1996"	"1996"	316710
	"70-74 years"	"70-74"	"Michigan"	"26"	"1997"	"1997"	315979
	"70-74 years"	"70-74"	"Michigan"	"26"	"1998"	"1998"	317429
	"70-74 years"	"70-74"	"Michigan"	"26"	"1999"	"1999"	315575
	"70-74 years"	"70-74"	"Michigan"	"26"	"2000"	"2000"	313936
	"70-74 years"	"70-74"	"Michigan"	"26"	"2001"	"2001"	310704
	"70-74 years"	"70-74"	"Michigan"	"26"	"2002"	"2002"	305171
	"70-74 years"	"70-74"	"Michigan"	"26"	"2003"	"2003"	298462
	"70-74 years"	"70-74"	"Michigan"	"26"	"2004"	"2004"	292404
	"70-74 years"	"70-74"	"Michigan"	"26"	"2005"	"2005"	290143
	"70-74 years"	"70-74"	"Michigan"	"26"	"2006"	"2006"	289713
	"70-74 years"	"70-74"	"Michigan"	"26"	"2007"	"2007"	290500
	"70-74 years"	"70-74"	"Michigan"	"26"	"2008"	"2008"	295187
	"70-74 years"	"70-74"	"Michigan"	"26"	"2009"	"2009"	302778
	"70-74 years"	"70-74"	"Michigan"	"26"	"2010"	"2010"	307570
	"70-74 years"	"70-74"	"Michigan"	"26"	"2011"	"2011"	316012
	"70-74 years"	"70-74"	"Michigan"	"26"	"2012"	"2012"	331851
	"70-74 years"	"70-74"	"Michigan"	"26"	"2013"	"2013"	353148
	"70-74 years"	"70-74"	"Michigan"	"26"	"2014"	"2014"	367169
	"70-74 years"	"70-74"	"Michigan"	"26"	"2015"	"2015"	377951
	"70-74 years"	"70-74"	"Michigan"	"26"	"2016"	"2016"	385835
	"70-74 years"	"70-74"	"Michigan"	"26"	"2017"	"2017"	416870
	"70-74 years"	"70-74"	"Michigan"	"26"	"2018"	"2018"	432746
"Total"	"70-74 years"	"70-74"	"Michigan"	"26"			9366386
	"70-74 years"	"70-74"	"Minnesota"	"27"	"1990"	"1990"	135251
	"70-74 years"	"70-74"	"Minnesota"	"27"	"1991"	"1991"	136393
	"70-74 years"	"70-74"	"Minnesota"	"27"	"1992"	"1992"	139062
	"70-74 years"	"70-74"	"Minnesota"	"27"	"1993"	"1993"	139962
	"70-74 years"	"70-74"	"Minnesota"	"27"	"1994"	"1994"	140977
	"70-74 years"	"70-74"	"Minnesota"	"27"	"1995"	"1995"	142789
	"70-74 years"	"70-74"	"Minnesota"	"27"	"1996"	"1996"	142027
	"70-74 years"	"70-74"	"Minnesota"	"27"	"1997"	"1997"	141353
	"70-74 years"	"70-74"	"Minnesota"	"27"	"1998"	"1998"	142431
	"70-74 years"	"70-74"	"Minnesota"	"27"	"1999"	"1999"	142717
	"70-74 years"	"70-74"	"Minnesota"	"27"	"2000"	"2000"	142599
	"70-74 years"	"70-74"	"Minnesota"	"27"	"2001"	"2001"	142028
	"70-74 years"	"70-74"	"Minnesota"	"27"	"2002"	"2002"	140951
	"70-74 years"	"70-74"	"Minnesota"	"27"	"2003"	"2003"	139510
	"70-74 years"	"70-74"	"Minnesota"	"27"	"2004"	"2004"	138603
	"70-74 years"	"70-74"	"Minnesota"	"27"	"2005"	"2005"	138121
	"70-74 years"	"70-74"	"Minnesota"	"27"	"2006"	"2006"	139227
	"70-74 years"	"70-74"	"Minnesota"	"27"	"2007"	"2007"	141058
	"70-74 years"	"70-74"	"Minnesota"	"27"	"2008"	"2008"	144270
	"70-74 years"	"70-74"	"Minnesota"	"27"	"2009"	"2009"	148904
	"70-74 years"	"70-74"	"Minnesota"	"27"	"2010"	"2010"	152918
	"70-74 years"	"70-74"	"Minnesota"	"27"	"2011"	"2011"	157703
	"70-74 years"	"70-74"	"Minnesota"	"27"	"2012"	"2012"	163932
	"70-74 years"	"70-74"	"Minnesota"	"27"	"2013"	"2013"	173901
	"70-74 years"	"70-74"	"Minnesota"	"27"	"2014"	"2014"	180605
	"70-74 years"	"70-74"	"Minnesota"	"27"	"2015"	"2015"	186086
	"70-74 years"	"70-74"	"Minnesota"	"27"	"2016"	"2016"	190235
	"70-74 years"	"70-74"	"Minnesota"	"27"	"2017"	"2017"	206430
	"70-74 years"	"70-74"	"Minnesota"	"27"	"2018"	"2018"	215698
"Total"	"70-74 years"	"70-74"	"Minnesota"	"27"			4445741
	"70-74 years"	"70-74"	"Mississippi"	"28"	"1990"	"1990"	80253
	"70-74 years"	"70-74"	"Mississippi"	"28"	"1991"	"1991"	82380
	"70-74 years"	"70-74"	"Mississippi"	"28"	"1992"	"1992"	84060
	"70-74 years"	"70-74"	"Mississippi"	"28"	"1993"	"1993"	85356
	"70-74 years"	"70-74"	"Mississippi"	"28"	"1994"	"1994"	85499
	"70-74 years"	"70-74"	"Mississippi"	"28"	"1995"	"1995"	85912
	"70-74 years"	"70-74"	"Mississippi"	"28"	"1996"	"1996"	85941
	"70-74 years"	"70-74"	"Mississippi"	"28"	"1997"	"1997"	86192
	"70-74 years"	"70-74"	"Mississippi"	"28"	"1998"	"1998"	87406
	"70-74 years"	"70-74"	"Mississippi"	"28"	"1999"	"1999"	87491
	"70-74 years"	"70-74"	"Mississippi"	"28"	"2000"	"2000"	87507
	"70-74 years"	"70-74"	"Mississippi"	"28"	"2001"	"2001"	87686
	"70-74 years"	"70-74"	"Mississippi"	"28"	"2002"	"2002"	86597
	"70-74 years"	"70-74"	"Mississippi"	"28"	"2003"	"2003"	86293
	"70-74 years"	"70-74"	"Mississippi"	"28"	"2004"	"2004"	85551
	"70-74 years"	"70-74"	"Mississippi"	"28"	"2005"	"2005"	86701
	"70-74 years"	"70-74"	"Mississippi"	"28"	"2006"	"2006"	87141
	"70-74 years"	"70-74"	"Mississippi"	"28"	"2007"	"2007"	88176
	"70-74 years"	"70-74"	"Mississippi"	"28"	"2008"	"2008"	90202
	"70-74 years"	"70-74"	"Mississippi"	"28"	"2009"	"2009"	92874
	"70-74 years"	"70-74"	"Mississippi"	"28"	"2010"	"2010"	94305
	"70-74 years"	"70-74"	"Mississippi"	"28"	"2011"	"2011"	96059
	"70-74 years"	"70-74"	"Mississippi"	"28"	"2012"	"2012"	98532
	"70-74 years"	"70-74"	"Mississippi"	"28"	"2013"	"2013"	102156
	"70-74 years"	"70-74"	"Mississippi"	"28"	"2014"	"2014"	105089
	"70-74 years"	"70-74"	"Mississippi"	"28"	"2015"	"2015"	107171
	"70-74 years"	"70-74"	"Mississippi"	"28"	"2016"	"2016"	108831
	"70-74 years"	"70-74"	"Mississippi"	"28"	"2017"	"2017"	118190
	"70-74 years"	"70-74"	"Mississippi"	"28"	"2018"	"2018"	123174
"Total"	"70-74 years"	"70-74"	"Mississippi"	"28"			2682725
	"70-74 years"	"70-74"	"Missouri"	"29"	"1990"	"1990"	175805
	"70-74 years"	"70-74"	"Missouri"	"29"	"1991"	"1991"	179135
	"70-74 years"	"70-74"	"Missouri"	"29"	"1992"	"1992"	183814
	"70-74 years"	"70-74"	"Missouri"	"29"	"1993"	"1993"	186173
	"70-74 years"	"70-74"	"Missouri"	"29"	"1994"	"1994"	188071
	"70-74 years"	"70-74"	"Missouri"	"29"	"1995"	"1995"	190150
	"70-74 years"	"70-74"	"Missouri"	"29"	"1996"	"1996"	189202
	"70-74 years"	"70-74"	"Missouri"	"29"	"1997"	"1997"	188143
	"70-74 years"	"70-74"	"Missouri"	"29"	"1998"	"1998"	188799
	"70-74 years"	"70-74"	"Missouri"	"29"	"1999"	"1999"	188365
	"70-74 years"	"70-74"	"Missouri"	"29"	"2000"	"2000"	187650
	"70-74 years"	"70-74"	"Missouri"	"29"	"2001"	"2001"	186434
	"70-74 years"	"70-74"	"Missouri"	"29"	"2002"	"2002"	184706
	"70-74 years"	"70-74"	"Missouri"	"29"	"2003"	"2003"	183008
	"70-74 years"	"70-74"	"Missouri"	"29"	"2004"	"2004"	182226
	"70-74 years"	"70-74"	"Missouri"	"29"	"2005"	"2005"	182726
	"70-74 years"	"70-74"	"Missouri"	"29"	"2006"	"2006"	184129
	"70-74 years"	"70-74"	"Missouri"	"29"	"2007"	"2007"	185216
	"70-74 years"	"70-74"	"Missouri"	"29"	"2008"	"2008"	187243
	"70-74 years"	"70-74"	"Missouri"	"29"	"2009"	"2009"	191128
	"70-74 years"	"70-74"	"Missouri"	"29"	"2010"	"2010"	194456
	"70-74 years"	"70-74"	"Missouri"	"29"	"2011"	"2011"	199367
	"70-74 years"	"70-74"	"Missouri"	"29"	"2012"	"2012"	207040
	"70-74 years"	"70-74"	"Missouri"	"29"	"2013"	"2013"	217890
	"70-74 years"	"70-74"	"Missouri"	"29"	"2014"	"2014"	225310
	"70-74 years"	"70-74"	"Missouri"	"29"	"2015"	"2015"	230441
	"70-74 years"	"70-74"	"Missouri"	"29"	"2016"	"2016"	233334
	"70-74 years"	"70-74"	"Missouri"	"29"	"2017"	"2017"	251312
	"70-74 years"	"70-74"	"Missouri"	"29"	"2018"	"2018"	260068
"Total"	"70-74 years"	"70-74"	"Missouri"	"29"			5731341
	"70-74 years"	"70-74"	"Montana"	"30"	"1990"	"1990"	28480
	"70-74 years"	"70-74"	"Montana"	"30"	"1991"	"1991"	28943
	"70-74 years"	"70-74"	"Montana"	"30"	"1992"	"1992"	29175
	"70-74 years"	"70-74"	"Montana"	"30"	"1993"	"1993"	29257
	"70-74 years"	"70-74"	"Montana"	"30"	"1994"	"1994"	29077
	"70-74 years"	"70-74"	"Montana"	"30"	"1995"	"1995"	29367
	"70-74 years"	"70-74"	"Montana"	"30"	"1996"	"1996"	29199
	"70-74 years"	"70-74"	"Montana"	"30"	"1997"	"1997"	29180
	"70-74 years"	"70-74"	"Montana"	"30"	"1998"	"1998"	29649
	"70-74 years"	"70-74"	"Montana"	"30"	"1999"	"1999"	29859
	"70-74 years"	"70-74"	"Montana"	"30"	"2000"	"2000"	29991
	"70-74 years"	"70-74"	"Montana"	"30"	"2001"	"2001"	30173
	"70-74 years"	"70-74"	"Montana"	"30"	"2002"	"2002"	30239
	"70-74 years"	"70-74"	"Montana"	"30"	"2003"	"2003"	30049
	"70-74 years"	"70-74"	"Montana"	"30"	"2004"	"2004"	29836
	"70-74 years"	"70-74"	"Montana"	"30"	"2005"	"2005"	29838
	"70-74 years"	"70-74"	"Montana"	"30"	"2006"	"2006"	30438
	"70-74 years"	"70-74"	"Montana"	"30"	"2007"	"2007"	31266
	"70-74 years"	"70-74"	"Montana"	"30"	"2008"	"2008"	32212
	"70-74 years"	"70-74"	"Montana"	"30"	"2009"	"2009"	33352
	"70-74 years"	"70-74"	"Montana"	"30"	"2010"	"2010"	34475
	"70-74 years"	"70-74"	"Montana"	"30"	"2011"	"2011"	35751
	"70-74 years"	"70-74"	"Montana"	"30"	"2012"	"2012"	37150
	"70-74 years"	"70-74"	"Montana"	"30"	"2013"	"2013"	39481
	"70-74 years"	"70-74"	"Montana"	"30"	"2014"	"2014"	41425
	"70-74 years"	"70-74"	"Montana"	"30"	"2015"	"2015"	42820
	"70-74 years"	"70-74"	"Montana"	"30"	"2016"	"2016"	43881
	"70-74 years"	"70-74"	"Montana"	"30"	"2017"	"2017"	48230
	"70-74 years"	"70-74"	"Montana"	"30"	"2018"	"2018"	50861
"Total"	"70-74 years"	"70-74"	"Montana"	"30"			973654
	"70-74 years"	"70-74"	"Nebraska"	"31"	"1990"	"1990"	53726
	"70-74 years"	"70-74"	"Nebraska"	"31"	"1991"	"1991"	54467
	"70-74 years"	"70-74"	"Nebraska"	"31"	"1992"	"1992"	55532
	"70-74 years"	"70-74"	"Nebraska"	"31"	"1993"	"1993"	55933
	"70-74 years"	"70-74"	"Nebraska"	"31"	"1994"	"1994"	56273
	"70-74 years"	"70-74"	"Nebraska"	"31"	"1995"	"1995"	56953
	"70-74 years"	"70-74"	"Nebraska"	"31"	"1996"	"1996"	56689
	"70-74 years"	"70-74"	"Nebraska"	"31"	"1997"	"1997"	56344
	"70-74 years"	"70-74"	"Nebraska"	"31"	"1998"	"1998"	56972
	"70-74 years"	"70-74"	"Nebraska"	"31"	"1999"	"1999"	56690
	"70-74 years"	"70-74"	"Nebraska"	"31"	"2000"	"2000"	56212
	"70-74 years"	"70-74"	"Nebraska"	"31"	"2001"	"2001"	55828
	"70-74 years"	"70-74"	"Nebraska"	"31"	"2002"	"2002"	55307
	"70-74 years"	"70-74"	"Nebraska"	"31"	"2003"	"2003"	54259
	"70-74 years"	"70-74"	"Nebraska"	"31"	"2004"	"2004"	53243
	"70-74 years"	"70-74"	"Nebraska"	"31"	"2005"	"2005"	53130
	"70-74 years"	"70-74"	"Nebraska"	"31"	"2006"	"2006"	52890
	"70-74 years"	"70-74"	"Nebraska"	"31"	"2007"	"2007"	52948
	"70-74 years"	"70-74"	"Nebraska"	"31"	"2008"	"2008"	53468
	"70-74 years"	"70-74"	"Nebraska"	"31"	"2009"	"2009"	54071
	"70-74 years"	"70-74"	"Nebraska"	"31"	"2010"	"2010"	54413
	"70-74 years"	"70-74"	"Nebraska"	"31"	"2011"	"2011"	54941
	"70-74 years"	"70-74"	"Nebraska"	"31"	"2012"	"2012"	56116
	"70-74 years"	"70-74"	"Nebraska"	"31"	"2013"	"2013"	58425
	"70-74 years"	"70-74"	"Nebraska"	"31"	"2014"	"2014"	60643
	"70-74 years"	"70-74"	"Nebraska"	"31"	"2015"	"2015"	62436
	"70-74 years"	"70-74"	"Nebraska"	"31"	"2016"	"2016"	63821
	"70-74 years"	"70-74"	"Nebraska"	"31"	"2017"	"2017"	69596
	"70-74 years"	"70-74"	"Nebraska"	"31"	"2018"	"2018"	73215
"Total"	"70-74 years"	"70-74"	"Nebraska"	"31"			1654541
	"70-74 years"	"70-74"	"Nevada"	"32"	"1990"	"1990"	36148
	"70-74 years"	"70-74"	"Nevada"	"32"	"1991"	"1991"	39333
	"70-74 years"	"70-74"	"Nevada"	"32"	"1992"	"1992"	42849
	"70-74 years"	"70-74"	"Nevada"	"32"	"1993"	"1993"	45889
	"70-74 years"	"70-74"	"Nevada"	"32"	"1994"	"1994"	49345
	"70-74 years"	"70-74"	"Nevada"	"32"	"1995"	"1995"	51954
	"70-74 years"	"70-74"	"Nevada"	"32"	"1996"	"1996"	53933
	"70-74 years"	"70-74"	"Nevada"	"32"	"1997"	"1997"	55820
	"70-74 years"	"70-74"	"Nevada"	"32"	"1998"	"1998"	58280
	"70-74 years"	"70-74"	"Nevada"	"32"	"1999"	"1999"	59520
	"70-74 years"	"70-74"	"Nevada"	"32"	"2000"	"2000"	61054
	"70-74 years"	"70-74"	"Nevada"	"32"	"2001"	"2001"	62932
	"70-74 years"	"70-74"	"Nevada"	"32"	"2002"	"2002"	64621
	"70-74 years"	"70-74"	"Nevada"	"32"	"2003"	"2003"	66577
	"70-74 years"	"70-74"	"Nevada"	"32"	"2004"	"2004"	68519
	"70-74 years"	"70-74"	"Nevada"	"32"	"2005"	"2005"	69765
	"70-74 years"	"70-74"	"Nevada"	"32"	"2006"	"2006"	71394
	"70-74 years"	"70-74"	"Nevada"	"32"	"2007"	"2007"	73835
	"70-74 years"	"70-74"	"Nevada"	"32"	"2008"	"2008"	76565
	"70-74 years"	"70-74"	"Nevada"	"32"	"2009"	"2009"	80101
	"70-74 years"	"70-74"	"Nevada"	"32"	"2010"	"2010"	83110
	"70-74 years"	"70-74"	"Nevada"	"32"	"2011"	"2011"	87213
	"70-74 years"	"70-74"	"Nevada"	"32"	"2012"	"2012"	92265
	"70-74 years"	"70-74"	"Nevada"	"32"	"2013"	"2013"	99364
	"70-74 years"	"70-74"	"Nevada"	"32"	"2014"	"2014"	105317
	"70-74 years"	"70-74"	"Nevada"	"32"	"2015"	"2015"	110470
	"70-74 years"	"70-74"	"Nevada"	"32"	"2016"	"2016"	115386
	"70-74 years"	"70-74"	"Nevada"	"32"	"2017"	"2017"	126490
	"70-74 years"	"70-74"	"Nevada"	"32"	"2018"	"2018"	132825
"Total"	"70-74 years"	"70-74"	"Nevada"	"32"			2140874
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"1990"	"1990"	31970
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"1991"	"1991"	32873
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"1992"	"1992"	33914
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"1993"	"1993"	34634
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"1994"	"1994"	35398
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"1995"	"1995"	36105
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"1996"	"1996"	36216
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"1997"	"1997"	36331
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"1998"	"1998"	36929
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"1999"	"1999"	37071
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"2000"	"2000"	37214
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"2001"	"2001"	37013
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"2002"	"2002"	36826
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"2003"	"2003"	36503
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"2004"	"2004"	36762
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"2005"	"2005"	36706
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"2006"	"2006"	37559
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"2007"	"2007"	37772
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"2008"	"2008"	38434
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"2009"	"2009"	39136
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"2010"	"2010"	39836
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"2011"	"2011"	41292
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"2012"	"2012"	43611
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"2013"	"2013"	47311
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"2014"	"2014"	50322
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"2015"	"2015"	52496
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"2016"	"2016"	54510
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"2017"	"2017"	60488
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"2018"	"2018"	64054
"Total"	"70-74 years"	"70-74"	"New Hampshire"	"33"			1179286
	"70-74 years"	"70-74"	"New Jersey"	"34"	"1990"	"1990"	270557
	"70-74 years"	"70-74"	"New Jersey"	"34"	"1991"	"1991"	278199
	"70-74 years"	"70-74"	"New Jersey"	"34"	"1992"	"1992"	283829
	"70-74 years"	"70-74"	"New Jersey"	"34"	"1993"	"1993"	286717
	"70-74 years"	"70-74"	"New Jersey"	"34"	"1994"	"1994"	289860
	"70-74 years"	"70-74"	"New Jersey"	"34"	"1995"	"1995"	290683
	"70-74 years"	"70-74"	"New Jersey"	"34"	"1996"	"1996"	287243
	"70-74 years"	"70-74"	"New Jersey"	"34"	"1997"	"1997"	285252
	"70-74 years"	"70-74"	"New Jersey"	"34"	"1998"	"1998"	285781
	"70-74 years"	"70-74"	"New Jersey"	"34"	"1999"	"1999"	283383
	"70-74 years"	"70-74"	"New Jersey"	"34"	"2000"	"2000"	281108
	"70-74 years"	"70-74"	"New Jersey"	"34"	"2001"	"2001"	278139
	"70-74 years"	"70-74"	"New Jersey"	"34"	"2002"	"2002"	273720
	"70-74 years"	"70-74"	"New Jersey"	"34"	"2003"	"2003"	268125
	"70-74 years"	"70-74"	"New Jersey"	"34"	"2004"	"2004"	261919
	"70-74 years"	"70-74"	"New Jersey"	"34"	"2005"	"2005"	256353
	"70-74 years"	"70-74"	"New Jersey"	"34"	"2006"	"2006"	253167
	"70-74 years"	"70-74"	"New Jersey"	"34"	"2007"	"2007"	251286
	"70-74 years"	"70-74"	"New Jersey"	"34"	"2008"	"2008"	253763
	"70-74 years"	"70-74"	"New Jersey"	"34"	"2009"	"2009"	257505
	"70-74 years"	"70-74"	"New Jersey"	"34"	"2010"	"2010"	261421
	"70-74 years"	"70-74"	"New Jersey"	"34"	"2011"	"2011"	267179
	"70-74 years"	"70-74"	"New Jersey"	"34"	"2012"	"2012"	278186
	"70-74 years"	"70-74"	"New Jersey"	"34"	"2013"	"2013"	295019
	"70-74 years"	"70-74"	"New Jersey"	"34"	"2014"	"2014"	305703
	"70-74 years"	"70-74"	"New Jersey"	"34"	"2015"	"2015"	315196
	"70-74 years"	"70-74"	"New Jersey"	"34"	"2016"	"2016"	324560
	"70-74 years"	"70-74"	"New Jersey"	"34"	"2017"	"2017"	348663
	"70-74 years"	"70-74"	"New Jersey"	"34"	"2018"	"2018"	358182
"Total"	"70-74 years"	"70-74"	"New Jersey"	"34"			8230698
	"70-74 years"	"70-74"	"New Mexico"	"35"	"1990"	"1990"	42333
	"70-74 years"	"70-74"	"New Mexico"	"35"	"1991"	"1991"	44112
	"70-74 years"	"70-74"	"New Mexico"	"35"	"1992"	"1992"	46350
	"70-74 years"	"70-74"	"New Mexico"	"35"	"1993"	"1993"	47911
	"70-74 years"	"70-74"	"New Mexico"	"35"	"1994"	"1994"	49649
	"70-74 years"	"70-74"	"New Mexico"	"35"	"1995"	"1995"	50881
	"70-74 years"	"70-74"	"New Mexico"	"35"	"1996"	"1996"	51355
	"70-74 years"	"70-74"	"New Mexico"	"35"	"1997"	"1997"	51772
	"70-74 years"	"70-74"	"New Mexico"	"35"	"1998"	"1998"	53133
	"70-74 years"	"70-74"	"New Mexico"	"35"	"1999"	"1999"	53956
	"70-74 years"	"70-74"	"New Mexico"	"35"	"2000"	"2000"	54735
	"70-74 years"	"70-74"	"New Mexico"	"35"	"2001"	"2001"	55517
	"70-74 years"	"70-74"	"New Mexico"	"35"	"2002"	"2002"	56467
	"70-74 years"	"70-74"	"New Mexico"	"35"	"2003"	"2003"	56995
	"70-74 years"	"70-74"	"New Mexico"	"35"	"2004"	"2004"	57558
	"70-74 years"	"70-74"	"New Mexico"	"35"	"2005"	"2005"	58729
	"70-74 years"	"70-74"	"New Mexico"	"35"	"2006"	"2006"	60178
	"70-74 years"	"70-74"	"New Mexico"	"35"	"2007"	"2007"	61142
	"70-74 years"	"70-74"	"New Mexico"	"35"	"2008"	"2008"	62684
	"70-74 years"	"70-74"	"New Mexico"	"35"	"2009"	"2009"	64604
	"70-74 years"	"70-74"	"New Mexico"	"35"	"2010"	"2010"	66434
	"70-74 years"	"70-74"	"New Mexico"	"35"	"2011"	"2011"	68496
	"70-74 years"	"70-74"	"New Mexico"	"35"	"2012"	"2012"	71029
	"70-74 years"	"70-74"	"New Mexico"	"35"	"2013"	"2013"	74624
	"70-74 years"	"70-74"	"New Mexico"	"35"	"2014"	"2014"	77475
	"70-74 years"	"70-74"	"New Mexico"	"35"	"2015"	"2015"	80615
	"70-74 years"	"70-74"	"New Mexico"	"35"	"2016"	"2016"	83277
	"70-74 years"	"70-74"	"New Mexico"	"35"	"2017"	"2017"	90903
	"70-74 years"	"70-74"	"New Mexico"	"35"	"2018"	"2018"	96211
"Total"	"70-74 years"	"70-74"	"New Mexico"	"35"			1789125
	"70-74 years"	"70-74"	"New York"	"36"	"1990"	"1990"	590236
	"70-74 years"	"70-74"	"New York"	"36"	"1991"	"1991"	601588
	"70-74 years"	"70-74"	"New York"	"36"	"1992"	"1992"	611535
	"70-74 years"	"70-74"	"New York"	"36"	"1993"	"1993"	616187
	"70-74 years"	"70-74"	"New York"	"36"	"1994"	"1994"	621095
	"70-74 years"	"70-74"	"New York"	"36"	"1995"	"1995"	624583
	"70-74 years"	"70-74"	"New York"	"36"	"1996"	"1996"	618289
	"70-74 years"	"70-74"	"New York"	"36"	"1997"	"1997"	614463
	"70-74 years"	"70-74"	"New York"	"36"	"1998"	"1998"	616205
	"70-74 years"	"70-74"	"New York"	"36"	"1999"	"1999"	617661
	"70-74 years"	"70-74"	"New York"	"36"	"2000"	"2000"	618172
	"70-74 years"	"70-74"	"New York"	"36"	"2001"	"2001"	612774
	"70-74 years"	"70-74"	"New York"	"36"	"2002"	"2002"	604745
	"70-74 years"	"70-74"	"New York"	"36"	"2003"	"2003"	592823
	"70-74 years"	"70-74"	"New York"	"36"	"2004"	"2004"	581611
	"70-74 years"	"70-74"	"New York"	"36"	"2005"	"2005"	573661
	"70-74 years"	"70-74"	"New York"	"36"	"2006"	"2006"	566146
	"70-74 years"	"70-74"	"New York"	"36"	"2007"	"2007"	566103
	"70-74 years"	"70-74"	"New York"	"36"	"2008"	"2008"	572754
	"70-74 years"	"70-74"	"New York"	"36"	"2009"	"2009"	582195
	"70-74 years"	"70-74"	"New York"	"36"	"2010"	"2010"	589791
	"70-74 years"	"70-74"	"New York"	"36"	"2011"	"2011"	601770
	"70-74 years"	"70-74"	"New York"	"36"	"2012"	"2012"	622144
	"70-74 years"	"70-74"	"New York"	"36"	"2013"	"2013"	653091
	"70-74 years"	"70-74"	"New York"	"36"	"2014"	"2014"	675090
	"70-74 years"	"70-74"	"New York"	"36"	"2015"	"2015"	694289
	"70-74 years"	"70-74"	"New York"	"36"	"2016"	"2016"	711783
	"70-74 years"	"70-74"	"New York"	"36"	"2017"	"2017"	764204
	"70-74 years"	"70-74"	"New York"	"36"	"2018"	"2018"	792057
"Total"	"70-74 years"	"70-74"	"New York"	"36"			18107045
	"70-74 years"	"70-74"	"North Carolina"	"37"	"1990"	"1990"	209853
	"70-74 years"	"70-74"	"North Carolina"	"37"	"1991"	"1991"	218319
	"70-74 years"	"70-74"	"North Carolina"	"37"	"1992"	"1992"	227189
	"70-74 years"	"70-74"	"North Carolina"	"37"	"1993"	"1993"	234302
	"70-74 years"	"70-74"	"North Carolina"	"37"	"1994"	"1994"	240345
	"70-74 years"	"70-74"	"North Carolina"	"37"	"1995"	"1995"	245124
	"70-74 years"	"70-74"	"North Carolina"	"37"	"1996"	"1996"	245572
	"70-74 years"	"70-74"	"North Carolina"	"37"	"1997"	"1997"	246722
